ID,Fecha_Ocurrencia,Codigo_Accidente,Direccion,Barrio,Vehiculos_Involucrados,Heridos,Accidente _con,Heridos _SI/NO ,Muertes,Clase_Accidente
168,2/7/2023 0:00,A001456903,CARRERA 23 CALLE  17 -  MANCERA,MANCERA,2,1,HERIDOS,1,NO APLICA,CHOQUE
169,2/9/2023 0:00,A001456904,CALLE 14 N. 30-59 -  BACHUE,BACHUE,1,1,HERIDOS,1,NO APLICA,ATROPELLO
170,2/12/2023 0:00,A001576685,CALLE 16 N. 17-73 -  SIN INFORMACIÓN DEL BARRIO,No registra,1,2,HERIDOS,1,NO APLICA,ATROPELLO
171,2/11/2023 0:00,A001576684,KILOMETRO 21 VIA ACACIAS /DINAMARCA  CAÑO HONDO,No registra,1,1,HERIDOS,1,NO APLICA,CHOQUE
172,2/12/2023 0:00,A001576686,KILOMETRO 21+400 MTS   VEREDA TRIUNFO   EL TRIUNFO,No registra,1,1,HERIDOS,1,NO APLICA,CHOQUE
173,2/19/2023 0:00,A001576688,KILOMETRO 6+900 MTS VIA ANTIGUA GUAMAL,No registra,2,2,HERIDOS,1,NO APLICA,CHOQUE
174,2/21/2023 0:00,A001576689,CALLE 13 CARRERA 21   SIN INFORMACIÓN DEL BARRIO,No registra,2,1,HERIDOS,1,NO APLICA,CHOQUE
175,2/22/2023 0:00,A001576690,CALLE 18 N 44937   VILLA TERESA,VILLA TERESA,1,1,HERIDOS,1,NO APLICA,ATROPELLO
176,2/18/2023 0:00,A001576687,KILOMETRO 3+100 MTS VIA BAQUEOS CHICHIMENE     LOMA DE TIGRE,No registra,1,1,HERIDOS,1,NO APLICA,CHOQUE
177,2/22/2023 0:00,A001576691,CALLE 14 CARRERA  33   BACHUE,BACHUE,2,1,HERIDOS,1,NO APLICA,CHOQUE
178,2/4/2023 0:00,C-001565444,KILOMETRO 53+700 MTS     VÍA GRANADA-VILLAVICENCIO,VÍA GRANADA-VILLAVICENCIO,2,1,HERIDOS,1,NO APLICA,CHOQUE
179,2/6/2023 0:00,C-001565448,KILOMETRO 56+100 MTS     VÍA GRANADA-VILLAVICENCIO,VÍA GRANADA-VILLAVICENCIO,2,1,HERIDOS,1,NO APLICA,CHOQUE
180,2/25/2023 0:00,C-001566185,KILOMETRO 56+750 MTS     VÍA GRANADA-VILLAVICENCIO,VÍA GRANADA-VILLAVICENCIO,2,2,HERIDOS,1,NO APLICA,CHOQUE
181,3/11/2023 0:00,A001576696,CALLE 15 CARR  28   BACHUE,BACHUE,2,2,HERIDOS,1,NO APLICA,CHOQUE
182,3/11/2023 0:00,A001576694,CALLE 11 N.28A -27     LAS ACACIAS,LAS ACACIAS,1,1,HERIDOS,1,NO APLICA,ATROPELLO
183,3/10/2023 0:00,A001576695,CALLE 15 CARRERA 32   BACHUE,BACHUE,2,1,HERIDOS,1,NO APLICA,CHOQUE
184,3/10/2023 0:00,A001576693,CALLE 18 N 16-02    SAN CRISTOBAL,SAN CRISTOBAL,2,2,HERIDOS,1,NO APLICA,CHOQUE
185,3/5/2023 0:00,A001576692,DIAGONAL 5 N: 17-203    SIN INFORMACIÓN DEL BARRIO,No registra,2,2,HERIDOS,1,NO APLICA,CHOQUE
186,3/14/2023 0:00,A001576698,CALLE 14 CARRERA  21   SIN INFORMACIÓN DEL BARRIO,No registra,2,1,HERIDOS,1,NO APLICA,CHOQUE
